"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.383131376E1,7.031433284E-2,1.040117145E-1,-1.002941132E-1,1.606905451E-1
1.383948734E1,-6.398732960E-2,5.800640211E-2,7.927513123E-2,1.172333889E-1
1.384765984E1,2.345193177E-3,-6.906293333E-3,2.665519714E-3,7.765424263E-3
1.385582965E1,-5.273354426E-2,-4.530001432E-2,-4.521846771E-2,8.293146453E-2
1.386399953E1,-3.852892667E-2,5.267928541E-2,4.336929321E-2,7.836122061E-2
1.387217165E1,-3.380026668E-2,1.002070755E-1,2.756118774E-4,1.057543945E-1
1.388034642E1,1.889922842E-2,5.442237109E-2,-6.905555725E-3,5.802294382E-2
1.388852100E1,1.132643968E-2,1.828618348E-2,5.068778992E-3,2.209898781E-2
1.389671038E1,4.698107764E-2,-2.027599141E-2,-6.899833679E-3,5.163279180E-2
1.390490369E1,4.181807488E-2,5.935676396E-3,1.943969727E-2,4.649608017E-2
1.391307803E1,6.549260020E-2,5.362249166E-2,1.465320587E-2,8.590325218E-2
1.392125357E1,5.308616906E-2,7.003999501E-2,-4.496574402E-3,8.799978085E-2
1.392942911E1,6.230231747E-2,4.556898028E-2,-9.280204773E-3,7.774466494E-2
1.393760465E1,2.579151839E-2,-4.891559482E-3,2.903079987E-2,3.913971277E-2
1.394577992E1,-8.667893708E-4,2.828544378E-2,-1.645565033E-2,3.273539494E-2
1.395395238E1,-8.508816361E-3,4.957748204E-2,2.185630798E-2,5.484546363E-2
1.396212473E1,-3.985595331E-2,4.693205655E-2,-1.405525208E-2,6.315587903E-2
1.397029811E1,-2.346378192E-2,3.716626018E-2,5.059242249E-2,6.701845396E-2
1.397847169E1,-5.454311892E-2,2.493629605E-2,-1.883888245E-2,6.286234305E-2
1.398664576E1,-3.076687828E-2,2.708432078E-2,1.947116852E-2,4.537937455E-2
1.399483892E1,2.727162093E-3,2.689051628E-2,-2.076148987E-3,2.710807396E-2
1.400300973E1,3.608347103E-2,3.861932456E-2,1.947402954E-2,5.632678704E-2
1.401118265E1,4.330302402E-2,3.845431656E-2,2.186965942E-2,6.190450997E-2
1.401935692E1,6.229090318E-2,1.910959929E-2,1.708412170E-2,6.735874567E-2
1.402753050E1,5.972814932E-2,1.657849550E-2,7.508277893E-3,6.243935115E-2
1.403570534E1,6.432441622E-2,3.068017960E-2,1.469326019E-2,7.276534778E-2
1.404387873E1,2.353480831E-2,3.037188947E-2,-2.600574493E-2,4.639652618E-2
1.405205157E1,1.851999015E-2,3.972365707E-2,9.910583496E-3,4.493527157E-2
1.406022484E1,-1.047681272E-2,3.487204015E-2,9.911537170E-3,3.773673751E-2
1.406839819E1,-1.537759788E-2,6.036154926E-3,7.518768311E-3,1.815041487E-2
1.407657234E1,-2.740777843E-2,1.540220529E-2,2.188587189E-2,3.830673093E-2
1.408474515E1,-2.504168451E-2,3.195368499E-2,7.522583008E-3,4.128817267E-2
1.409293942E1,-5.849676207E-2,-6.947810650E-1,2.325696945E-1,7.350042600E-1
1.410113226E1,5.399250388E-1,5.561577529E-2,7.245309830E0,7.265612616E0
1.410930684E1,-3.133960664E-1,1.570848525E-1,-1.115224838E0,1.169024886E0
1.411748169E1,-3.455983996E-1,-2.210077643E-1,6.660528183E-1,7.822461521E-1
1.412565596E1,-4.484497756E-2,-4.151557758E-2,-6.651182175E-1,6.679197994E-1
1.413382900E1,-1.818441302E-1,3.263399303E-1,4.314365387E-1,5.707035349E-1
1.414200323E1,3.255861625E-2,6.184065342E-1,3.045368195E-1,6.900937468E-1
1.415019965E1,-5.116850734E-1,-3.468069062E-2,-9.049742699E0,9.064263195E0
1.415837503E1,7.472553253E-1,-1.444672704E0,1.593860149E1,1.602137595E1
1.416655011E1,-7.960306406E-1,6.607584953E-1,-5.116090298E0,5.219640457E0
1.417472511E1,1.666477323E-1,-4.391725063E-1,2.926121712E0,2.963584355E0
1.418289930E1,2.470825464E-1,4.211772382E-1,-2.845010757E-1,5.651379591E-1
1.419107461E1,-2.055870444E-1,1.200903803E-1,1.248912811E-1,2.688597485E-1
1.419925603E1,-2.403661907E-1,1.205181032E-1,-1.432542801E-1,3.046675362E-1
1.420742961E1,-1.309835911E-2,-1.740111113E-1,-1.791801453E-1,2.501138907E-1
1.421560369E1,-9.682308137E-2,-7.788103819E-2,-1.241168976E-1,1.756279290E-1
1.422377834E1,6.119168922E-2,2.736569345E-1,4.587554932E-2,2.841427575E-1
1.423195399E1,2.585409954E-2,9.641041607E-2,5.170822144E-3,9.995068880E-2
1.424012861E1,1.978503615E-1,1.548222452E-2,8.417892456E-2,2.155703044E-1
1.424830342E1,4.076310620E-2,-1.569979638E-1,-5.229568481E-2,1.704254386E-1
1.425647907E1,1.738522947E-1,-9.210680425E-2,2.278299332E-1,3.010228599E-1
1.426465442E1,1.618889347E-2,4.412061721E-2,-1.456670761E-1,1.530607925E-1
1.427283019E1,4.426127672E-2,1.877009869E-1,2.038917542E-1,2.806466969E-1
1.428100715E1,-1.348212063E-1,1.369832456E-1,-3.792285919E-2,1.959063820E-1
1.428918342E1,-8.974187821E-2,-5.682218075E-2,5.174636841E-3,1.063444488E-1
1.429737961E1,-1.445751935E-1,-9.755056351E-2,2.672195435E-2,1.764430839E-1
1.430555669E1,-8.486619592E-2,3.417813033E-2,-2.834510803E-2,9.578027433E-2
1.431373211E1,-8.942510188E-2,9.151705354E-2,-2.595138550E-2,1.305591603E-1
1.432190915E1,6.829810143E-2,1.343711615E-1,6.503200531E-2,1.641627284E-1
1.433008607E1,3.706244379E-2,2.745531499E-3,-6.664943695E-2,7.631061610E-2
1.433826307E1,9.912636876E-2,-4.031035677E-2,3.151416779E-2,1.115531471E-1
1.434643880E1,4.620574787E-2,-4.023490474E-2,-3.552341461E-2,7.082183054E-2
1.435461461E1,1.203271300E-1,3.872413188E-2,2.193927765E-2,1.282946160E-1
1.436278976E1,5.065883324E-2,8.654805273E-2,1.954650879E-2,1.021711741E-1
1.437096549E1,2.932976931E-3,7.656466961E-2,-2.354717255E-2,8.015747202E-2
1.437914172E1,-5.962421745E-2,-2.496510744E-3,2.912712097E-2,6.640533901E-2
1.438733169E1,-6.675165892E-2,-2.161809802E-2,3.631019592E-2,7.900352181E-2
1.439552703E1,-1.123434901E-1,1.427239180E-2,1.955032349E-2,1.149216085E-1
1.440370276E1,-1.072302461E-1,9.049709141E-2,1.715755463E-2,1.413592265E-1
1.441187842E1,1.475423932E0,8.072144985E-1,5.107254982E0,5.377036775E0
1.442005492E1,-2.788475156E-1,5.021478534E-1,-2.099390507E0,2.176545176E0
1.442823076E1,1.646394730E-1,-1.046607941E-1,-1.644475937E0,1.656007592E0
1.443640842E1,-2.195913494E-1,-1.558260918E-1,-8.208417892E-1,8.638769441E-1
1.444458315E1,-1.208990216E-1,-4.119066298E-1,-4.521389008E-1,6.234687087E-1
1.445275842E1,-3.911910951E-1,1.121496439E0,-3.052217007E0,3.275181429E0
1.446093511E1,-8.142396808E-2,3.704344630E-1,-4.784173965E-1,6.105200728E-1
1.446911134E1,-1.419885606E-1,-8.301506191E-2,-9.620304108E-1,9.759891204E-1
1.447728415E1,-1.511481255E-1,-1.239690110E-1,2.039585114E-1,2.825122049E-1
1.448547734E1,-3.175815940E-2,-7.201450318E-2,2.805671692E-1,2.913976764E-1
1.449364972E1,-1.196586341E-1,2.647746205E-1,-3.945951462E-1,4.900297111E-1
1.450182288E1,2.545087337E-1,5.024746060E-4,5.535125732E-1,6.092217304E-1
1.450999684E1,-6.181008369E-2,-7.125958800E-2,-2.485446930E-1,2.658437130E-1
1.451817069E1,-3.001045994E-2,-2.176225483E-1,-1.288347244E-1,2.546734919E-1
1.452634457E1,5.563416332E-2,-9.349383414E-3,3.428258896E-1,3.474365578E-1
1.453452019E1,-1.075830311E-2,1.700345278E-1,-1.551704407E-1,2.304459750E-1
1.454269522E1,-1.307516545E-2,1.646268219E-1,4.594802856E-2,1.714181197E-1
1.455086953E1,-4.697628692E-2,2.794332802E-2,7.644653320E-3,5.519095794E-2
1.455904311E1,-3.947554529E-2,-1.517478526E-1,-1.240377426E-1,1.999277145E-1
1.456721692E1,-3.032905795E-2,-7.992198318E-2,1.632680893E-1,1.842928217E-1
1.457539088E1,-5.890998989E-2,6.594269723E-2,4.634857178E-4,8.842534165E-2
1.458358715E1,6.086949259E-3,1.254876256E-1,-3.066062927E-2,1.293223465E-1
1.459178130E1,7.779449224E-2,7.022531331E-2,8.186912537E-2,1.329892151E-1
1.459995542E1,-9.271949530E-4,-6.874829531E-2,-1.144561768E-1,1.335193027E-1
1.460813011E1,6.092577800E-2,-7.810548693E-2,6.271553040E-2,1.172418665E-1
1.461630522E1,2.255292237E-2,3.421720117E-2,-4.320144653E-3,4.120818867E-2
1.462447911E1,3.930402920E-2,9.625405818E-2,-9.106636047E-3,1.043675297E-1
1.463265311E1,-3.900267184E-3,8.171762526E-2,5.075073242E-2,9.627366828E-2
1.464084969E1,-2.771245688E-2,-1.402032375E-2,-2.825927734E-2,4.198971899E-2
1.464902603E1,-4.680621624E-2,-6.668496877E-2,1.483631134E-2,8.281197421E-2
1.465720257E1,-4.203483462E-2,-4.478238523E-3,3.638458252E-2,5.577472355E-2
1.466537711E1,-5.368120596E-2,6.236084551E-2,-2.825927734E-2,8.700076828E-2
1.467355084E1,-1.062788442E-2,8.610174060E-2,5.314540863E-2,1.017393538E-1
1.468172572E1,8.504670113E-3,2.611094713E-2,-1.867961884E-2,3.321203297E-2
1.468991895E1,3.002766147E-2,-2.894087136E-2,1.005077362E-2,4.289816475E-2
1.469809222E1,2.998123318E-2,-2.175462246E-2,-1.389026642E-2,3.956105967E-2
1.470626726E1,3.709869087E-2,3.553981334E-2,1.005268097E-2,5.234928453E-2
1.471444149E1,3.695504367E-2,5.452579260E-2,1.244926453E-2,6.703522580E-2
1.472261572E1,1.306053251E-2,2.811292559E-2,2.873420715E-3,3.113150561E-2
1.473079072E1,-8.517123759E-3,-1.496323198E-2,4.787445068E-4,1.722407921E-2
1.473896611E1,-1.336531714E-2,-2.217942476E-2,1.963329315E-2,3.249653497E-2
1.474714107E1,-1.267331839E-1,3.516637087E-1,3.345446587E0,3.366265219E0
1.475531719E1,-2.283397615E-1,-9.739182144E-2,-2.213712692E0,2.227587955E0
1.476349253E1,-4.110054970E-1,-9.945677519E-1,-6.551074982E-1,1.259863630E0
1.477166815E1,1.424972564E-1,-2.111008912E-1,3.336362839E-1,4.197406631E-1
1.477984230E1,1.198762357E-1,4.811331034E-1,-4.103062630E0,4.132914507E0
1.478803588E1,3.426427543E-1,-2.067351043E-1,-1.814785004E-1,4.394063114E-1
1.479621118E1,4.550549686E-1,4.103952944E-1,-5.861358643E-1,8.479708565E-1
1.480438522E1,-6.139287949E-1,-2.244334072E-1,4.744834900E-1,8.077211782E-1
1.481255868E1,7.836792618E-3,3.076255322E-3,-4.018011093E-1,4.018893008E-1
1.482073234E1,-2.805569172E-1,-8.643741161E-2,6.827640533E-1,7.432027734E-1
1.482890530E1,1.555510908E-1,1.857102215E-1,-1.623840332E-1,2.916384791E-1
1.483707861E1,-1.084668636E-1,-2.708435059E-2,5.788326263E-2,1.258931874E-1
1.484525230E1,9.457112849E-2,8.503097296E-2,1.775979996E-1,2.184376665E-1
1.485342634E1,6.804102659E-2,1.504850388E-2,-1.839208603E-1,1.966797438E-1
1.486160107E1,1.272322536E-1,-3.260117024E-2,3.835058212E-1,4.053734051E-1
1.486977530E1,-1.316112652E-2,-5.414659902E-2,-2.820854187E-1,2.875365244E-1
1.487796518E1,7.239982486E-2,-1.421302557E-3,1.512680054E-1,1.677073767E-1
1.488615949E1,5.098193511E-2,7.072518021E-2,-9.773349762E-2,1.309696353E-1
1.489433603E1,-2.083974704E-2,4.684721678E-2,-9.055137634E-2,1.040601198E-1
1.490251222E1,-4.060602561E-2,-1.293570548E-2,7.944011688E-2,9.014939801E-2
1.491068776E1,-1.147772968E-1,-1.303365827E-2,7.615089417E-3,1.157656844E-1
1.491886399E1,-4.789699614E-2,1.459464431E-3,6.507492065E-2,8.081458763E-2
1.492703749E1,-5.478749424E-2,5.880118161E-2,1.240253448E-2,8.132079283E-2
1.493520953E1,2.165183797E-2,6.602101028E-2,-3.308773041E-2,7.695696063E-2
1.494338484E1,2.650506794E-3,2.052540332E-2,1.719093323E-2,2.690437795E-2
1.495156172E1,1.125119105E-1,1.818350703E-2,-1.632785797E-2,1.151354371E-1
1.495973807E1,2.638308331E-2,-5.778245628E-3,-6.751060486E-3,2.783939700E-2
1.496791318E1,1.216435432E-1,3.723004460E-2,8.183765411E-2,1.512634439E-1
1.497610753E1,1.385663822E-2,1.156486571E-3,-3.308296204E-2,3.588629629E-2
1.498428203E1,4.938025028E-2,3.462826461E-2,4.114055634E-2,7.300733663E-2
1.499245768E1,-5.804295465E-2,5.904302001E-3,-3.308200836E-2,6.706910350E-2
1.500063314E1,-1.255220920E-2,1.057172567E-2,2.832412720E-3,1.665358523E-2
1.500880772E1,-7.265056670E-2,5.884349346E-3,2.198696136E-2,7.613249555E-2
1.501698130E1,-4.623749480E-2,3.458803147E-2,2.677536011E-2,6.364870584E-2
1.502515491E1,-5.823159963E-2,3.682304919E-2,1.001644135E-2,6.962172968E-2
1.503332788E1,1.374224946E-2,1.049030572E-2,7.621765137E-3,1.889410591E-2
1.504150164E1,6.490707397E-3,-6.229482591E-3,-3.786849976E-2,3.892247435E-2
1.504967738E1,5.915892497E-2,2.004673332E-2,2.677536011E-2,6.796006054E-2
1.505785261E1,3.758737072E-2,1.524662226E-2,-1.632022858E-2,4.372207439E-2
1.506602726E1,-3.525210023E-1,-1.762892902E-1,-7.464682102E0,7.475080458E0
1.507422380E1,-1.579866372E-2,-6.131004542E-2,2.059286118E0,2.060259167E0
1.508242018E1,-7.339605093E-1,1.455624104E-1,6.706027985E-1,1.004785827E0
1.509059676E1,-5.534498096E-1,-3.461186290E-1,-3.148093700E0,3.215058124E0
1.509877345E1,-1.468200088E-1,-3.281065226E-1,-1.163218498E0,1.217492209E0
1.510694953E1,-2.919223309E-1,-4.069858789E-1,1.235801697E0,1.333439907E0
1.511512568E1,1.695499271E-1,5.952058733E-2,-1.265287399E-1,2.197712450E-1
1.512330118E1,2.254203409E-1,1.610090584E-2,2.756834030E-1,3.564756765E-1
1.513149538E1,-3.028988838E-3,-5.806303769E-2,3.618698120E-1,3.665109166E-1
1.513966961E1,-6.769162416E-2,2.196228504E-1,-3.539962769E-1,4.220541629E-1
1.514784445E1,7.262139022E-2,-3.601881862E-2,1.368150711E-1,1.590269955E-1
1.515601841E1,-1.685947776E-1,1.150835529E-1,-2.151374817E-1,2.965679673E-1
1.516419403E1,-9.889474511E-2,8.918967843E-2,3.864288330E-2,1.386659359E-1
1.517236807E1,1.091578901E-1,3.190588951E-2,1.344108582E-1,1.760673438E-1
1.518055961E1,1.141433716E-1,-3.244059160E-2,-1.840209961E-1,2.189630751E-1
1.518873215E1,1.137146652E-1,-1.362755895E-3,1.799001694E-1,2.128308087E-1
1.519690572E1,9.690666944E-2,4.398003966E-2,-2.600097656E-2,1.095499760E-1
1.520507991E1,5.404562503E-2,1.998202503E-2,-3.797149658E-2,6.900757539E-2
1.521325211E1,-8.116956800E-3,5.128551275E-2,4.342937469E-2,6.769194481E-2
1.522142491E1,-5.585351586E-2,3.230518103E-2,-3.318691254E-2,7.255763998E-2
1.522959630E1,-4.875472933E-2,2.768030763E-2,3.385066986E-2,6.549115141E-2
1.523776753E1,-6.547435373E-2,3.241824359E-2,4.342746735E-2,8.499281401E-2
1.524594080E1,-4.620949179E-2,2.995683253E-2,-3.079319000E-2,6.309476600E-2
1.525411622E1,1.603618264E-2,3.477288783E-2,3.318786621E-4,3.829390323E-2
1.526229122E1,4.002075642E-3,1.555775851E-2,-4.036998749E-2,4.344877845E-2
1.527046541E1,6.869755685E-2,1.560366154E-2,4.103374481E-2,8.152666303E-2
1.527865776E1,6.611910462E-2,1.814192533E-2,-4.457473755E-3,6.870760164E-2
1.528683149E1,1.019962355E-1,1.796025783E-2,2.727508545E-3,1.036013621E-1
1.529500549E1,8.236312121E-2,2.750809491E-2,4.821872711E-2,9.932484415E-2
1.530317934E1,5.812013522E-2,3.457430005E-2,-1.642322540E-2,6.959205899E-2
1.531135284E1,-2.069614828E-3,3.446062654E-2,-1.881504059E-2,3.931696631E-2
1.531952638E1,-1.190332696E-2,1.030598581E-2,3.404617310E-4,1.574860154E-2
1.532769930E1,-4.793060571E-2,3.019094467E-3,3.386116028E-2,5.876253969E-2
1.533587222E1,-5.498326570E-2,3.169380873E-2,4.583263397E-2,7.828337854E-2
1.534404588E1,-6.697224081E-2,2.699086070E-2,-2.053260803E-3,7.223574932E-2
1.535222114E1,-1.186604798E-2,2.686277777E-2,3.423690796E-4,2.936884643E-2
1.536039730E1,7.312104106E-3,2.206071466E-2,1.231384277E-2,2.630157261E-2
1.536858810E1,2.646924555E-2,1.970460266E-2,-6.840705872E-3,3.369996414E-2
1.537678230E1,6.463640928E-2,1.729320735E-2,1.949596405E-2,6.969227389E-2
1.538495649E1,6.229609996E-2,2.185305953E-2,2.737998962E-3,6.607463144E-2
1.539313099E1,6.204693019E-2,3.141657263E-2,2.739906311E-3,6.960121888E-2
1.540130603E1,3.318981826E-2,2.874591947E-2,-2.046585083E-3,4.395543690E-2
1.540948130E1,-5.354341120E-3,3.813759983E-2,-4.438400269E-3,3.876654339E-2
1.541765534E1,-1.961443760E-2,2.116774768E-2,3.509521484E-4,2.886040317E-2
1.542582799E1,-4.593631625E-2,2.361250669E-2,2.429294586E-2,5.707751608E-2
1.543400164E1,-1.462892890E-1,-6.100090146E-1,4.456644058E-1,7.694987437E-1
1.544217584E1,2.100593150E-1,2.346298248E-1,5.674541473E0,5.683273441E0
1.545035014E1,1.434648633E-1,6.290916800E-1,2.530934334E0,2.611889567E0
1.545852537E1,-4.790582061E-1,-8.114987016E-1,-2.836773396E0,2.989198924E0
1.546671930E1,-1.185538769E-1,-1.071209013E-1,-2.831745148E-2,1.622707222E-1
1.547489430E1,2.072696835E-1,-2.224278450E-1,4.590511322E-2,3.074770680E-1
1.548306872E1,1.432019919E-1,1.903728396E-1,-3.036403656E-1,3.859353575E-1
1.549124349E1,5.714135990E-2,2.298726887E-1,5.367250443E-1,5.866688684E-1
1.549941853E1,-1.898003519E-1,-1.385021508E-1,-2.797098160E-1,3.653006987E-1
1.550759326E1,2.399918810E-2,-2.334809676E-2,-6.765365601E-3,3.415940314E-2
1.551576718E1,1.034393683E-1,-8.379198611E-3,6.505393982E-2,1.224823619E-1
1.552394080E1,-1.576973349E-1,1.617579013E-1,-2.892885208E-1,3.670448424E-1
1.553211464E1,-1.366572827E-2,1.042206958E-1,1.871557236E-1,2.146531398E-1
1.554028768E1,2.177260816E-2,-1.013849229E-1,2.913856506E-2,1.077126038E-1
1.554846030E1,-3.028358333E-2,-9.422111511E-2,-9.775638580E-2,1.391079614E-1
1.555663526E1,1.707627624E-2,1.836968958E-2,2.541933060E-1,2.554276444E-1
1.556483026E1,4.366208240E-2,1.476440430E-1,-1.600046158E-1,2.220509355E-1
1.557302430E1,1.275158972E-1,1.067771241E-1,8.899402618E-2,1.886308431E-1
1.558119937E1,6.261288375E-2,-2.470973134E-2,-6.423664093E-2,9.304455960E-2
1.558937245E1,3.158288077E-2,-7.739315927E-2,-1.635265350E-2,8.517387355E-2
1.559754760E1,1.208787784E-2,-4.132720828E-2,1.716709137E-2,4.635476201E-2
1.560572295E1,-2.140196040E-2,1.070046946E-1,5.786895752E-2,1.235186821E-1
1.561389949E1,-5.485062301E-2,6.865011901E-2,-6.423568726E-2,1.088469255E-1
1.562209522E1,-3.584464267E-2,2.790060639E-2,8.420658112E-2,9.567669804E-2
1.563027034E1,-5.736573786E-2,-4.621597752E-2,-4.029369354E-2,8.396622057E-2
1.563844714E1,-2.391909249E-2,-2.942557260E-2,3.632164001E-2,5.250951192E-2
1.564662299E1,2.349581569E-3,6.399320811E-2,1.956176758E-2,6.695755348E-2
1.565479664E1,3.597830608E-2,6.877052039E-2,4.081726074E-4,7.761436457E-2
1.566297210E1,5.739718303E-2,4.244375974E-2,5.786895752E-2,9.189518815E-2
1.567114653E1,2.866827697E-2,-5.404032767E-3,-2.114009857E-2,3.602745400E-2
1.567932341E1,2.130123228E-2,-3.174056113E-2,-6.774902344E-3,3.882145050E-2
1.568749914E1,-3.143563122E-2,2.332314849E-2,-1.874446869E-2,4.339957686E-2
1.569567426E1,-8.884756267E-2,9.738534689E-2,1.081495285E-1,1.705113360E-1
1.570385107E1,-1.341245472E-1,3.490407020E-2,-9.056854248E-2,1.655607115E-1
1.571202641E1,4.601333290E-3,-9.404640645E-2,1.320905685E-1,1.622153419E-1
1.572020191E1,6.001077965E-2,-6.292178482E-2,-1.049365997E-1,1.362796193E-1
1.572837749E1,1.768292487E-1,4.498723149E-2,1.009645462E-1,2.085336274E-1
1.573655260E1,1.458908319E-1,1.141716987E-1,-9.775352478E-2,2.094637516E-1
1.574472841E1,1.330465227E-1,8.984529227E-2,9.379005432E-2,1.859304387E-1
1.575290353E1,-2.982796729E-2,-1.300983131E-3,-1.976966858E-3,2.992170763E-2
1.576107822E1,-3.766708970E-1,1.040495038E0,-3.157497883E0,3.345788961E0
1.576925241E1,4.016419947E-1,5.640813708E-1,-1.692204475E0,1.828403695E0
1.577742876E1,2.436301708E-1,1.345227063E-1,-6.794052124E-1,7.341957922E-1
1.578560603E1,-1.460327208E-1,1.888837367E-1,-1.358823776E-1,2.747119257E-1
1.579378168E1,-1.491579115E-1,-1.669389009E-1,8.680820465E-2,2.401090244E-1
1.580195718E1,3.137464821E-2,1.633224189E-1,-2.339811325E-1,2.870640198E-1
1.581013226E1,1.624510884E-1,-6.453050673E-2,2.161607742E-1,2.779928466E-1
1.581830510E1,3.299020231E-3,1.750352234E-2,-5.435943604E-2,5.720319147E-2
1.582648022E1,8.953979611E-2,-1.340711862E-1,-1.573009491E-1,2.252466351E-1
1.583465603E1,9.368631244E-2,-7.191781700E-2,3.718214035E-1,3.901287655E-1
1.584283153E1,5.486744270E-2,7.402847707E-2,-1.189861298E-1,1.504936901E-1
1.585100595E1,-3.358083963E-2,4.256753623E-2,-1.548967361E-1,1.641117510E-1
1.585919526E1,4.694217816E-2,1.455731690E-3,1.988983154E-2,5.100286898E-2
1.586736964E1,-1.977837086E-2,-1.208241284E-1,-7.108974457E-2,1.415747355E-1
1.587554472E1,-3.697485104E-2,-6.585508585E-2,1.060848236E-1,1.302229693E-1
1.588372114E1,-8.956275880E-2,2.758014947E-2,2.468013763E-2,9.690852183E-2
1.589189795E1,-3.195322305E-2,4.433288425E-2,7.371902466E-4,5.465305608E-2
1.590007553E1,-3.465384245E-3,-8.180938661E-3,6.298637390E-2,6.360990444E-2
1.590825253E1,-1.763522997E-2,-6.090210378E-2,-5.672359467E-2,8.507428385E-2
1.591642899E1,2.286973968E-2,-6.793749332E-2,5.819702148E-2,9.233320801E-2
1.592460603E1,8.555129170E-3,-9.496212006E-4,1.749610901E-2,1.949886781E-2
1.593278114E1,2.761080116E-2,2.064719051E-2,-4.052162170E-3,3.471430303E-2
1.594095603E1,-3.465943038E-3,8.823595941E-3,1.988792419E-2,2.203175289E-2
1.594913195E1,-2.209619582E-1,-4.715030789E-1,-9.473810196E-1,1.081050478E0
1.595730564E1,2.269856632E-1,-1.094185352E0,1.479928398E1,1.484141403E1
1.596548141E1,6.512060165E-1,3.194141090E-1,-3.659997940E0,3.731176700E0
1.597365806E1,-2.357117832E-1,-2.289082557E-1,1.588074684E0,1.621709048E0
1.598183483E1,3.213154972E-1,1.633020639E-1,-1.229929924E0,1.281654724E0
1.599000822E1,-1.222564578E-1,-9.137145430E-2,4.148998260E-1,4.420828540E-1
1.599818160E1,-3.336405754E-2,2.218981534E-1,-3.871440887E-1,4.474734587E-1
1.600635510E1,-2.145833150E-2,-4.738215357E-2,5.058794022E-1,5.085464561E-1
1.601452849E1,-1.349177808E-1,1.084548682E-1,2.018070221E-1,2.658784312E-1
1.602270195E1,1.666128784E-1,-8.955123276E-2,-1.597251892E-1,2.475710214E-1
1.603087726E1,1.898060292E-1,-1.175201982E-1,2.041893005E-1,3.025402389E-1
1.603905153E1,4.078100994E-2,-1.450405270E-2,-2.507076263E-1,2.544165329E-1
1.604722568E1,1.582613587E-2,8.143410832E-2,6.207847595E-1,6.263031999E-1
1.605539918E1,-7.481958717E-2,4.905819893E-3,-2.722539902E-1,2.823902846E-1
1.606357260E1,-7.262285799E-2,-6.393682957E-2,1.203889847E-1,1.544522752E-1
1.607174933E1,-3.915739805E-2,-3.012857586E-2,3.180122375E-2,5.875670802E-2
1.607992660E1,-1.749976873E-1,3.691636026E-3,-1.741065979E-1,2.468824137E-1
1.608810295E1,2.346674353E-2,3.986711800E-2,9.404277802E-2,1.048051489E-1
1.609627787E1,7.199422717E-1,3.888626397E-1,3.522609711E0,3.616394641E0
1.610445118E1,4.022979140E-1,5.554030538E-1,-1.936121464E0,2.053991842E0
1.611262380E1,2.456453890E-1,-3.446915150E-1,-3.247919083E-1,5.335200852E-1
1.612079695E1,1.292782575E-1,6.790147722E-2,8.335113525E-4,1.460279878E-1
1.612896960E1,-7.569384575E-2,-2.194918990E-1,7.983779907E-2,2.455205209E-1
1.613714180E1,1.252568811E-1,2.385503352E-1,-3.080158234E-1,4.092301261E-1
1.614531306E1,2.426633239E-2,-3.740096837E-2,1.229515076E-1,1.307851694E-1
1.615348556E1,-8.482828736E-2,-3.004816920E-2,1.014099121E-1,1.355828200E-1
1.616167083E1,-7.477108389E-2,-2.115115374E-1,-1.643552780E-1,2.781016053E-1
1.616984172E1,-2.230400220E-2,-8.398225904E-2,2.737770081E-1,2.872356846E-1
1.617801606E1,-2.490906045E-2,1.300272346E-1,-4.226589203E-2,1.389746331E-1
1.618619033E1,-1.132735312E-1,7.015062124E-2,-1.835250854E-1,2.267894608E-1
1.619436441E1,2.000030875E-2,-2.064529061E-2,6.068706512E-2,6.715028107E-2
1.620253676E1,-5.886654556E-2,-1.524013579E-1,-6.141757965E-2,1.745381424E-1
1.621070860E1,-2.520120516E-2,-8.051434904E-2,8.462715149E-2,1.194965100E-1
1.621888137E1,-4.663875327E-2,3.927171975E-2,1.109619141E-1,1.266095875E-1
1.622705618E1,1.341376454E-2,7.288748026E-2,8.258819580E-4,7.411609770E-2
1.623523010E1,-5.604351312E-2,-4.695464671E-1,4.341650009E-1,6.419610643E-1
1.624340614E1,5.714312196E-1,-4.165121317E-1,1.116488838E1,1.118725831E1
1.625158052E1,-3.971099257E-1,4.135098755E-1,-3.171473980E0,3.222876652E0
1.625975410E1,1.963548660E-1,-6.554828584E-2,9.968452454E-1,1.018112103E0
1.626792779E1,-7.938200980E-2,1.069699004E-1,-5.138778687E-1,5.308620602E-1
1.627610360E1,-5.084313452E-2,5.299933255E-2,1.469211578E-1,1.642552288E-1
1.628427972E1,-1.172843650E-1,1.537998915E-1,-3.462753296E-1,3.966316084E-1
1.629245556E1,-1.672866642E-1,-1.282837540E-1,5.036611557E-1,5.460001001E-1
1.630063137E1,-1.923932731E-1,3.216788173E-2,9.663677216E-2,2.176892507E-1
1.630880745E1,8.345501870E-2,-1.180445552E-1,-2.672920227E-1,3.038820208E-1
1.631698491E1,2.010281384E-1,-3.136544675E-2,2.354822159E-1,3.112040772E-1
1.632516210E1,1.389018595E-1,8.371982723E-2,-2.792730331E-1,3.229491649E-1
1.633333960E1,7.440895587E-2,6.935483962E-2,3.575830460E-1,3.717693119E-1
1.634151752E1,6.739147753E-2,-5.961779878E-2,-2.385768890E-1,2.549800485E-1
